,average tilted,name
18245,-72.4121107460883,JON R SCHOONOVER
18246,-75.0,NEAL E BLAIR
18247,-87.44342186310288,JAY L BANNER
18248,-78.75,LEE  CHAO
18249,-75.0,SONJA  KRAUSE
18250,-75.0,JAMES  MALES
18251,-75.0,TREVOR W SWEATMAN
18252,-78.75,THEODORE O POEHLER
18253,-78.75,ALLAN S MYERSON
18254,-75.0,MARIUS  SUDOL
18255,-75.0,BRUCE  CASWELL
18256,-78.75,ROYSTON H FILBY
18257,-75.0,LISHENG  CAI
18258,-75.0,J VAL KLUMP
18259,-87.44342186310288,JOSEF B SIMEONSSON
18260,-75.0,MIGUEL A MIRANDA ALONSO
18261,-75.0,EDMUND R MALINOWSKI
18262,-87.44342186310288,DON  ELTHON
18263,-75.0,JOYCE Y COREY
18264,-85.43926806768745,JAMES C SEFERIS
18265,-87.44342186310288,EVA J PELL
18266,-87.44342186310288,F JAMES BOERIO
18267,-75.0,STEVEN R GOATE
18268,-75.0,JONATHAN  ZERKOWSKI
18269,-75.0,WILLIAM K NONIDEZ
18270,-87.44342186310288,THOMAS  BEIN
18271,-80.00000000000001,W G KNAUSS
18272,-75.0,ROBERT D COOMBE
18273,-78.75,EDWIN L KUGLER
18274,-75.0,ROGER L KASPAR
18275,-75.0,W ALEXANDER VAN HOOK
18276,-85.12681337757785,VINCENT H L LEE
18277,-75.0,NIEL  PURDIE
18278,-78.75,JOSEF W ZWANZIGER
18279,-75.0,JAKOB  SCHMIDT
18280,-75.0,IAN  TEBBETT
18281,-80.00000000000001,RICHARD A DLUHY
18282,-75.0,BRIAN E LAPOINTE
18283,-75.0,ZONG-MING  CHENG
18284,-75.0,REX E SHEPHERD
18285,-61.063290323284654,JOSEPH  PORTIER
18286,-79.49071533754282,KENNETH F BOTT
18287,-75.0,PHILIP B SHEVLIN
18288,-73.14319503850325,GAIL M ASHLEY
18289,-75.0,JOSEPH L CECCHI
18290,-75.0,JUAN T SOJO
18291,-86.18669809859479,SAID M SEBTI
18292,-75.0,Y  GULTNEH
18293,-75.0,SUKANT K TRIPATHY
18294,-75.0,ROBERT W BRUEGGEMEIR
18295,-75.0,TULLY  SPEAKER
18296,-75.0,PHILIPPE V CAPPELLEN
18297,-75.0,MALCOLM B POLK
18298,-87.44342186310288,PETER  DORHOUT
18299,-75.0,DAVID C MYLES
18300,-75.0,WILLIAM F ELMQUIST
18301,-75.0,THOMAS M LUDDEN
18302,-75.0,PAUL E LUNER
18303,-75.0,RAPHAEL M OTTENBRITE
18304,-75.0,JACK  KUNTZ
18305,-75.0,SYED  QUTUBUDDIN
18306,-86.75099594734378,HATSUO  ISHIDA
18307,-75.0,CLARK  FIELDS
18308,-75.0,GENE P RECK
18309,-75.0,KEVIN W LEUNG
18310,-75.0,STEPHEN C DANFORTH
18311,-75.0,RAJIVE K KHANNA
18312,-75.0,NANCY M DOHERTY
18313,-75.0,JODY  JELLISON
18314,-75.0,MICHAEL E VAYDA
18315,-75.0,KIRAN  MADURA
18316,-87.44342186310288,MARTYN M CALDWELL
18317,-75.0,RANDALL B SHIRTS
18318,-78.75,JUDE O IROH
18319,-75.0,ROGER L SCHNAARE
18320,-80.625,THOMAS C FLOOD
18321,-75.0,JAY  SHORE
18322,-75.0,E F VANSANT
18323,-75.0,PASCAL  VAN DER VOORT
18324,-75.0,STANLEY  STEIN
18325,-75.0,ROBERT L WYKLE
18326,-75.0,JOSE A HERRERA MELIAN
18327,-75.0,PHILLIP E RYALS
18328,-75.0,SISSEL  LUND-KATZ
18329,-88.47835357203498,JOGINDER  NATH
18330,-86.18669809859479,W RUDOLF SEITZ
18331,-75.0,ROBERT J TRUMBLY
18332,-78.75,DUDLEY J RAYNAL
18333,-87.44342186310288,PETER  GEISSINGER
18334,-78.75,WILLIAM R MOSER
18335,-75.0,ANDY  KRUZIC
18336,-75.0,THALIYIL V RAJANBABU
18337,-80.00000000000001,JOSEPH  PADOVAN
18338,-78.75,JAMES D STUART
18339,-75.0,ANTERO G SO
18340,-75.0,BILL  EULER
18341,-80.00000000000001,VLADIMIR  PRIVMAN
18342,-75.0,MARTIN J O'DONNELL
18343,-87.44342186310288,DAVID P PULLMAN
18344,-86.18669809859479,RICHARD J FARRIS
18345,-78.75,FRED T MACKENZIE
18346,-75.0,LELAND W K CHUNG
18347,-75.0,ROBERT E GUNDERSEN
18348,-84.94374174950634,ICA  MANAS-ZLOCZOWER
18349,-88.47835357203498,JOHN K FELLMAN
18350,-75.0,KATHERINE A SUKALSKI
18351,-75.0,D T GLATZHOTER
18352,-87.44342186310288,JOHN G DILLARD
18353,-88.47835357203498,MICKEY E GUNTER
18354,-88.47835357203498,EUGENE A IRENE
18355,-75.0,BENJAMIN J MCCOY
18356,-75.0,W J VAN OOIJ
18357,-75.0,WIM J VAN OOIJ
18358,-80.625,GRAHAM E FOGG
18359,-75.0,PAUL  SCHEPENS
18360,-75.0,DANIEL A SCOLA
18361,-78.75,DEANNE L SNAVELY
18362,-78.75,THOMAS J NOSKER
18363,-86.18669809859479,DONALD R BOBBITT
18364,-75.0,GARY A BANNON
18365,-75.0,MAARTEN H D POSTEMA
18366,-78.75,ROGER M ROWELL
18367,-75.0,RONALD F BORNE
18368,-75.0,ROBERT  STELLWAGEN
18369,-75.0,H J GEISE
18370,-75.0,B VAN DER VEKEN
18371,-75.0,WILLIAM J PARTON
18372,-86.97347918342751,MICHAEL  SEPANIAK
18373,-75.0,RANDY  WAYNE
18374,-78.75,ROBERT A HROMAS
18375,-75.0,A D J HAYMET
18376,-87.44342186310288,GARY D RAYSON
18377,-75.0,PETAR R DVORNIC
18378,-79.98723472563249,CARRICK M EGGLESTON
18379,-75.0,BRENT  KOPLITZ
18380,-75.0,ADOLPH L BEYERLEIN
18381,-87.46911743363202,GORDON P BIERWAGEN
18382,-75.0,STEVEN L NAIL
18383,-75.0,ABELARDO G PARRA
18384,-74.1867974762432,CARTER  DENNISTON
18385,-75.0,JAMES N MCCRIMMON
18386,-75.0,R K EBY
18387,-75.0,DAVID S PASCO
18388,-80.00000000000001,BRENDA S J WINKEL
18389,-87.44342186310288,PATRICK S CALLERY
18390,-87.44342186310288,WILLIAM I HOMER
18391,-75.0,IRENE R SLAGLE
18392,-75.0,RICHARD E BELTZ
18393,-85.43926806768745,M L LEMING
18394,-75.0,STEPHEN  SIMKINS
18395,-75.0,STEPHEN  CLENG
18396,-75.0,ERNEST  HODGSON
18397,-78.75,RANDY  ROSE
18398,-78.75,ARLYNE M SARQUIS
18399,-75.0,DAVID  SIRBASKU
18400,-79.64682165563008,EGON  MATIJEVIC
18401,-70.50928466245719,KOSTA  STELIOU
18402,-75.0,HUGH W THOMPSON
18403,-87.44342186310288,RANDY  STRONG
18404,-75.0,W RUDOLF SWEITZ
18405,-75.0,MICHAEL H MANTZ
18406,-75.0,ROBERT C NORDLIE
18407,-75.0,BILLY M BRITT
18408,-75.0,ROY  SCHULZ
18409,-75.0,S G PALLARDY
18410,-75.0,H ALLEN GARVERICK
18411,-75.0,CHARLES W SPANGLER
18412,-75.0,KEITH R VAMAMOTO
18413,-78.73773188638921,MARTIN  SUMMERFIELD
18414,-78.75,PAUL  PANTANO
18415,-75.0,TIMOTHY J JORGENSEN
18416,-75.0,DONALD  SUAREZ
18417,-78.75,GARY W WINSTON
18418,-78.75,LLOYD R HOSSNER
18419,-81.59985809009174,HOWARD J SPERO
18420,-75.0,BILL  CASEY
18421,-75.0,ELMUS G BEALE
18422,-75.0,MARY T MOSLEN
18423,-75.0,CHARLES M HUSTEN
18424,-75.0,SAMUEL  SAVIN
18425,-75.0,ALAN J ROCKE
18426,-87.44342186310288,DAVID E KRANBUEHL
18427,-75.0,PHILLIP  SOLLINS
18428,-75.0,PETER S HOMANN
18429,-86.18669809859479,C S P SUNG
18430,-75.0,KARL-ERIK L ERIKSSON
18431,-75.0,TIMOTHY  GRUNDL
18432,-75.0,PAUL  SCHIFF
18433,-78.75,D PASCAL KAMDEM
18434,-75.0,KELSEY D COOK
18435,-75.0,WAYNE M STALICK
18436,-75.0,ROGER L JACOBSON
18437,-75.0,ROBERT L SHEWFELT
18438,-88.10530187599741,DOUGLAS C NECKERS
18439,-78.75,PHYLLIS R BROWN
18440,-75.0,ARRIGO D BENEDETTI
18441,-75.0,EDWARD J POZIOMEK
18442,-75.0,H BRADLEY ELDREDGE
18443,-75.0,POO  CHOW
18444,-75.0,ELLIOTT  BEDOWS
18445,-75.0,RODERIZ P QUIRK
18446,-75.0,TAMARA  GUND
18447,-86.18669809859479,JACK  HASSARD
18448,-80.625,JOHAN F GOTTGENS
18449,-75.0,RAJESH K MEHRA
18450,-80.00000000000001,RONALD J GUTMANN
18451,-78.75,RUDY L JULIANO
18452,-75.0,GEORGE W LUCIER
18453,-75.0,MARLETTA V DARENSBOURG
18454,-75.0,KLAUS-HERMANN  DAHMEN
18455,-75.0,BRUCE  NAUMAN
18456,-75.0,BUIHAI  LIU
18457,-75.0,KARL E L ERIKSSON
18458,-75.0,WILMA  SAFFRAN
18459,-75.0,JAMES J DOOLITTLE
18460,-75.0,L TER HAAR
18461,-75.0,CHARLES L BEATTY
18462,-70.01276527436752,GUS J PALENIK
18463,-75.0,RAYMOND J BERGERON
18464,-75.0,NOLAN F MANGELSON
18465,-75.0,RICHARD C ESSENBERS
18466,-75.0,H D GOFF
18467,-75.0,Y  KAKUDA
18468,-75.0,YVES  FRADET
18469,-75.0,E ELLIOTT BARNELL
18470,-75.0,DANIEL  LOJEUNESSE
18471,-75.0,GUOJUN  LIN
18472,-75.0,S-P  TAM
18473,-78.75,ALMERIA  NATANSOHN
18474,-75.0,LARRY  WEILER
18475,-75.0,RENE  CHAREST-GAUDREAULT
18476,-75.0,MARK  LAVTENS
18477,-75.0,MARIO  GAUTHIER
18478,-78.75,MIKE  CHONG
18479,-75.0,JOYCE  LUNDBERG
18480,-75.0,R E VERRALL
18481,-75.0,BYUNG C EU
18482,-75.0,P D PACEY
18483,-75.0,WAYNE Z Y WANG
18484,-80.625,MARK  WORKENTIN
18485,-75.0,JOHN  COXON
18486,-75.0,ALAN C WEEDON
18487,-78.75,R LE VAN MAO
18488,-75.0,IAN  MANIVERS
18489,-75.0,ANTHONY W FORD-HUTCHINSON
18490,-75.0,HAMISH C DUTHIE
18491,-75.0,PAUL  PAQUIN
18492,-75.0,ALAN  STORR
18493,-75.0,STEVE  CALVERT
18494,-75.0,KEITH  BELL
18495,-75.0,M  TARNOPOLSKY
18496,-75.0,JACQUES  LEONARD
18497,-78.75,JOSEE  FORTIN
18498,-87.44342186310288,HUGUES  MENARD
18499,-75.0,K W M SIU
18500,-75.0,MICHAEL  MENZINGER
18501,-75.0,GINETTE  TURCOTTE
18502,-75.0,FRANK  BURCZYNSKI
18503,-75.0,C W M GRANT
18504,-75.0,PAUL B S CLARKE
18505,-75.0,JOE  O'NEIL
18506,-75.0,JEAN N MCMULLEN
18507,-75.0,KEITH  BONHAM
18508,-78.75,ROSS W WEIN
18509,-75.0,G  TIBBITS
18510,-75.0,ROSS H HILL
18511,-75.0,R  MATHEWES
18512,-78.75,ALEXANDER  PENLIDIS
18513,-75.0,EUGENE  ZAVARIN
18514,-73.14319503850325,GARY W ELMER
18515,-80.625,THOMAS B BRILL
18516,-75.0,NIKOLAI N MODYANOV
18517,-75.0,CARMELO G BARROSO
18518,-84.94374174950634,HOWARD  FAIRBROTHER
18519,-75.0,KEVIN D SARGE
18520,-75.0,ROBERT  MULDER
18521,-75.0,STEVEN J SEVERTSON
18522,-75.0,ARTHUR C WATTERSON
18523,-75.0,JAMES R GOSZ
18524,-75.0,MARK  DUNCAN
18525,-75.0,FREDERICK R LEMKE
18526,-75.0,CAREY M ROSENTHAL
18527,-75.0,STEPHEN A SKRABAL
18528,-84.59115650703554,ALAN R EK
18529,-78.75,CAN  ERKEY
18530,-78.75,H  MARTENS
18531,-75.0,LYNNE A SAMUELSON
18532,-75.0,THERESA B FREEDMAN
18533,-75.0,THILO  STEHLE
18534,-75.0,JON M KAGUNI
18535,-75.0,B JANE HINCH
18536,-84.35680496149675,KLAUS  JURKSCHAT
18537,-75.0,ELIZABETH M HOLT
18538,-75.0,EDWARD L QUITEVIS
18539,-75.0,PAPASANI V SUBBAIAH
18540,-75.0,P RICHARD VULLIET
18541,-87.44342186310288,THOMAS  WALLE
18542,-75.0,ALBERT H L CHOW
18543,-87.44342186310288,DANIEL E LIBERMAN
18544,-75.0,JORGE E CORREDOR
18545,-75.0,BARBARA M GATEWOOD
18546,-75.0,ROLAND  SEIFERT
18547,-87.44342186310288,DENNIS L WRIGHT
18548,-75.0,JUERGEN  ROHR
18549,-75.0,WILLIAM H SOINE
18550,-75.0,LESZEK  CZUCHAJOWSKI
18551,-75.0,RON  BOWDITCH
18552,-75.0,HERMAN J GEISE
18553,-75.0,JONATHAN R PENNOCK
18554,-86.18669809859479,A  BOGAERTS
18555,-88.47835357203498,STEPHEN J PEARTON
18556,-86.56301467056986,ENRIQUE V BARRERA
18557,-75.0,ANGEL V DELGADO MORA
18558,-75.0,JAVIER N LABOULAIS
18559,-86.18669809859479,PARESH  DANDONA
18560,-75.0,NAGIN K PATEL
18561,-88.47835357203498,CHRISTOPHER  LOWREY
18562,-75.0,JACK B RASMUSSEN
18563,-80.00000000000001,PHILIPPA  MARRACK
18564,-75.0,DONALD  PENNER
18565,-75.0,LEWIS J NOE
18566,-86.18669809859479,VLADIMIR V POPIK
18567,-75.0,GARY P KLINKHAMMER
18568,-75.0,E VON MEERWALL
18569,-75.0,SADHAM C JANA
18570,-80.00000000000001,AARON W HARPER
18571,-75.0,HERIBERT  WIEDEMEIER
18572,-75.0,MARIA B PONS JUBERA
18573,-75.0,HIREMAGALUR N JAYARAM
18574,-87.44342186310288,WENDY C CRONE
18575,-75.0,KARIN K LEHMANN
18576,-75.0,GEORGE R PACK
18577,-79.40669606248743,GEORGE CALEB HURTT
18578,-75.0,ANDY  PROCTOR
18579,-75.0,YA-JANE  WANG
18580,-75.0,JUAN A GONZALEZ LOPEZ
18581,-75.0,RAMON L CERRO
18582,-75.0,EDWIN Q GONZALEZ
18583,-80.00000000000001,D PAUL RILLEMA
18584,-78.75,YIE-HWA  CHANG
18585,-87.44342186310288,MARGALIT B MOKYR
18586,-87.44342186310288,JOHN T ISAACS
18587,-78.75,TERRY  GULLION
18588,-75.0,KOUSHIK  SEETHARAMAN
18589,-75.0,JAMES  OFENGAND
18590,-75.0,CHARLES J THOMAN
18591,-75.0,S MARK CYBULSKI
18592,-86.18669809859479,ROBERT T DORR
18593,-86.18669809859479,DOUGLAS  MOSE
18594,-75.0,RONALD R BERLINER
18595,-75.0,ROBERT R KUNTZ
18596,-80.00000000000001,STEVEN F OBERBAUER
18597,-88.47835357203498,ALEXANDER V KABANOV
18598,-75.0,ROGER D HESTER
18599,-75.0,EDWARD B SKIBO
18600,-75.0,RICHARD D BOONE
18601,-75.0,EDDY L ESMANS
18602,-88.47835357203498,CAROL J LOVATT
18603,-75.0,DONALD  SUNDBERG
18604,-88.47835357203498,JOSEPH R BERTINO
18605,-75.0,IRIS H HALL
18606,-75.0,ERNST U MONSE
18607,-75.0,WEI-PING  PAN
18608,-88.91617273945633,JENNIFER H ELISSEEFF
18609,-78.75,RAFAEL B GIMENO
18610,-75.0,JUDITH  IRIARTE-GROSS
18611,-87.44342186310288,JURGEN  VENITZ
18612,-87.44342186310288,MARK E GRISMER
18613,-75.0,QINGLIN  WU
18614,-75.0,MARTHA C MITCHELL
18615,-75.0,RICHARD B VAN BREEMAN
18616,-75.0,ALAN J BUSACCA
18617,-75.0,DAVE  RHODES
18618,-78.75,WILLIAM M KOLLING
18619,-86.18669809859479,SCOTT R RAJSKI
18620,-75.0,SYDNEY M HECHT
18621,-78.75,YURI  KAZAKEVICH
18622,-87.44342186310288,ALEXANDER Y FADEEV
18623,-87.44342186310288,JAY S NOLLER
18624,-75.68215311150212,CHARLES A MCDOWELL
18625,-75.0,KONDA R REDDY
18626,-86.18669809859479,ALEXIS G CLARE
18627,-87.44342186310288,SCOTT T MISTURE
18628,-85.43926806768745,PATRICK  MEIRE
18629,-75.0,MARIA  STAUB
18630,-87.44342186310288,EUGENE  PINKHASSIK
18631,-75.0,KERMIT K MURRAY
18632,-75.0,CRAIG B MARCUS
18633,-87.44342186310288,ARTHUR L DEVRIES
18634,-75.0,EMILIO  SQUILLANTE
18635,-80.99111513436057,FREDERICK F LANGE
18636,-75.0,STUART G CROLL
18637,-78.60141512140586,DUNCAN F SIBLEY
18638,-87.44342186310288,JAMES L WALWORTH
18639,-87.44342186310288,MARTHA  WELLS
18640,-80.00000000000001,JAMES M FENTON
18641,-75.0,LUOJAN  STREKOWSKI
18642,-78.75,GREG  MULLINS
18643,-75.0,SUNIL S JAMBHEKAR
18644,-75.0,R -H  YOON
18645,-78.60141512140586,PAUL  ROCHON
18646,-78.75,JACEK  LIPKOWSKI
18647,-75.0,ROBERT L JEFFERIES
18648,-75.0,TEE B GOH
18649,-78.75,P G LAFLEUR
18650,-75.0,JOHN S ELCE
18651,-75.0,E K MARCHILDON
18652,-75.0,LEONARD IRVING WIEBE
18653,-75.0,ROBERTA  SILEROVA
18654,-75.0,WILLIAM W L TAM
18655,-78.75,WALTER  BALFOUR
18656,-75.0,DAVID R S LEAN
18657,-75.0,J TODD STUCKLESS
18658,-75.0,MIKE  FRYZUK
18659,-78.75,MICHAEL C BAIRD
18660,-75.0,ELLIE  PREPAS
18661,-78.75,A K KAKKAR
18662,-75.0,LUIS F CONGOTE
18663,-75.0,MASAD  DAMTRA
18664,-75.0,ROBERT H MARCHESSAULT
18665,-75.0,CAMERON D SKINNER
18666,-75.0,GILLES H PESLHERBE
18667,-78.75,PAUL G MEZEY
18668,-78.75,DONALD  POIRIER
18669,-75.0,GILLES  BOIRE
18670,-75.0,REUBEN  KAUFMAN
18671,-75.0,DAVID W LITCHFIELD
18672,-75.0,MIKE  BANCROFT
18673,-75.0,P R WORTON
18674,-75.0,HELENE  PERREAULT
18675,-75.0,HEATHER A E BENSON
18676,-75.0,P R SUNDARARAJAN
18677,-75.0,SABA M MATTAR
18678,-75.0,E  LEE-RUFF
18679,-75.0,Q W VAN LOON
18680,-75.0,BEVERLY Z SAYLOR
18681,-75.0,JOE  KONOPELSKI
18682,-81.0,DAVID J MULLA
18683,-75.0,LLOYD E METZGER
18684,-75.0,GUOCHEN  JIA
18685,-87.44342186310288,MUJDE  ERTEN-UNAL
18686,-78.75,JOHANNES G KHINAST
18687,-86.18669809859479,JOHN  HAGADORN
18688,-78.75,FERNANDO C HERMOSILLA
18689,-78.75,JUHN G LIOU
18690,-75.0,ARTHUR E FRANKEL
18691,-75.0,ROBERT V HONEYCHUCK
18692,-75.0,FLOYD  DAVIS
18693,-78.75,RAMON M BARNES
18694,-75.0,A HOPE JAHREN
18695,-75.0,JODI  HUGGENVIK
18696,-75.0,DANIEL L PARSONS
18697,-75.0,QUN  HUO
18698,-87.44342186310288,ARMANDO G MCDONALD
18699,-75.0,JANOS  FEHER
18700,-86.23223146899873,JAMES W C WHITE
18701,-75.0,JANES W HERNDON
18702,-75.0,HENRIETTA N EDMONDS
18703,-87.44342186310288,ROBERT F DYMEK
18704,-75.0,ZIWEI  HUANG
18705,-75.0,DAVID A OSTROV
18706,-87.44342186310288,KEITH  PAUSTIAN
18707,-75.0,YOUNG C LIN
18708,-75.0,JONATHON R PARQUETTE
18709,-75.0,JIALI  GEO
18710,-75.0,EDUARDO A NILLNI
18711,-87.44342186310288,DONALD BLAINE SITTMAN
18712,-75.0,MARC  PERKOVIC
18713,-75.0,CHUNGHAN  SONG
18714,-78.75,WEIXIN  CHENG
18715,-87.44342186310288,ROBERT BRUCE BEELMAN
18716,-75.0,KENNETH D WESTON
18717,-75.0,PAUL  LOUBERE
18718,-75.0,TED  HANSEN
18719,-75.0,ELENA  DORMIDONTOVA
18720,-75.0,GLEN B LEGGE
18721,-78.75,JANE M READ
18722,-75.0,SHAHAB A SHAMSI
18723,-75.0,CHUNG-SHIH  TANG
18724,-75.0,YONGMEI  WANG
18725,-80.00000000000001,CONSTANTINE  TSOUKAS
18726,-78.75,GEORGES  GUIOCHON
18727,-75.0,TIMOTHY G RIALS
18728,-88.47835357203498,JANE A KENT-BRAUN
18729,-78.75,RENE H GERMAIN
18730,-75.0,JOEL T MAGUE
18731,-75.0,YOUSEF  HIJJI
18732,-75.0,DOUGLAS A HAITH
18733,-75.0,JACQUALYN  GERVAY-HAGUE
18734,-75.0,CRAIG D THULIN
18735,-75.0,MARCUS  WEEK
18736,-87.44342186310288,RODOLFO  PINAL
18737,-75.0,MICHAEL  KALDFATIS
18738,-78.75,DARIUS  KUCIAUSKAS
18739,-78.75,KARL J KREUTZ
18740,-87.44342186310288,SAILEN  BARIK
18741,-75.0,WILLIAM J SHOWERS
18742,-75.0,JON F PARCHER
18743,-78.75,AMINE  BENZERGA
18744,-75.0,THOMAS H JOHENGEN
18745,-75.0,NIKLAS G PISIAS
18746,-78.75,RAM I MAHATO
18747,-75.0,HENK  VERWEIJ
18748,-88.47835357203498,KATHLEEN L KAVANAGH
18749,-75.0,STEPHEN W CARPER
18750,-86.20103981187981,MARJORIE M HOLLAND
18751,-88.47835357203498,THEODORE J LAMPIDIS
18752,-75.0,JOHN Z LARESE
18753,-75.0,ROBERT A BALLANTONE
18754,-75.0,ALES  PROKOP
18755,-75.0,OLIVER C SITTON
18756,-87.44342186310288,NAOHIRO  TERADA
18757,-87.44342186310288,MARLENE  JACOBSON
18758,-75.0,NOVAK  KRISZTINA
18759,-75.0,CSIK  GABRIELLA
18760,-75.0,ANTHONY C HUNT
18761,-78.75,STAN G LOUIE
18762,-75.0,VERONIKA  BUTTERWECK
18763,-75.0,K VAN CAUWENBERGHE
18764,-75.0,DAVID R DEWALLE
18765,-75.0,MIRI  KESNER
18766,-75.0,T V RANJANBABU
18767,-75.0,SUZANNE  KAY
18768,-75.0,JOHN R CABLE
18769,-88.47835357203498,PAUL B MYRDAL
18770,-75.0,KUNLINAG  GUAN
18771,-75.0,WILLIAM I MANTON
18772,-75.0,FANCISCO M RAYMO
18773,-75.0,MICHAEL G MALKOWSKI
18774,-75.0,DARRELL W DONAHUE
18775,-78.75,FRANCIS J SANSONE
18776,-75.0,N G HEMMING
18777,-75.0,KEITH  SCHRAY
18778,-75.0,CHARLES A SCHUTTENMAER
18779,-75.0,WILLIAM  SUGGS
18780,-83.27187678329983,POUL  JORGENSEN
18781,-75.0,CHRISTOPHER M FEDO
18782,-75.0,FRANK M RICHTER
18783,-75.0,JOSE I REYES-DE-CORCUERA
18784,-79.98723472563249,JOERG M SCHAEFER
18785,-75.0,GLEN E KISBY
18786,-85.16523304005901,JAMES W KIRCHNER
18787,-75.0,VESA  NEVALAINEN
18788,-75.0,R M  LAINE
18789,-75.0,TITO  VISWANATHAN
18790,-88.47835357203498,LEE A VIERLING
18791,-75.0,ROBERT  LOCKHEAD
18792,-88.47835357203498,ANGELA  TYNER
18793,-78.75,SANDOR  LOVAS
18794,-78.75,ALENA  PAULENOVA
18795,-75.0,ALEXANDER  FACLEEV
18796,-75.0,TATIANA K BRONICH
18797,-86.18669809859479,RUBIN  SHMULSKY
18798,-75.0,CHARLES R STERN
18799,-75.0,MANUEL  MIRANDA-ARANGO
18800,-86.18669809859479,KYOKO  YOKOMORI
18801,-75.0,ALEXI  NOVIKOV
18802,-75.0,HYUN-SOON  CHONG
18803,-75.0,TOM  KUHU
18804,-80.00000000000001,JOHN G DUMAN
18805,-75.0,GEOFFREY  SCTROUSE
18806,-75.0,DAVID A DANEHOWER
18807,-75.0,WILIAM D JONES
18808,-75.0,GISELA  BUSCHLE-DILLER
18809,-75.0,JORGE  CRUZ-REYES
18810,-75.0,KIRK  SCHANTE
18811,-75.0,THEODORE R BATES
18812,-75.0,SAMUEL K SIA
18813,-75.0,STEVEN  SCHWARZE
18814,-75.0,WADE A RASSU
18815,-75.0,NEIL L KELLEKER
18816,-83.68308296886921,I STEWART MCCALLUM
18817,-87.44342186310288,REKHA C PATEL
18818,-75.0,ELKE  SCHOFFERS
18819,-87.44342186310288,GALEN J SUPPES
18820,-75.0,WAYNE C SOLOMON
18821,-87.44342186310288,JOHN L MARON
18822,-75.0,G F  STROUSE
18823,-75.0,CHAND  KHANNA
18824,-82.45424732044701,PETER  DEVREOTES
18825,-78.75,MICHAEL G WAGGER
18826,-75.0,MICHAL  DAVIS
18827,-75.0,ANDREAS S BOMMANUS
18828,-75.0,CATALINA  CRUZ
18829,-84.97701099232465,PAUL  GROSS
18830,-75.0,VITOR  VASCONCELOS
18831,-75.0,ASTRID  VOLDER
18832,-75.0,ERIK  SORENSON
18833,-86.18669809859479,NISSIM  HAY
18834,-75.0,BLOCKHUVS  FRANK
18835,-75.0,ROBERT PATRICK HASSETT
18836,-75.0,KIMBERLY  BUHMAN
18837,-75.0,KRISZTINA  KURIN
18838,-75.0,ANDRAS  GERGELY
18839,-75.0,RICHARD M NILES
18840,-75.0,ROBERT J GRIFFITT
18841,-75.0,OTHMAN  GHRIBI
18842,-75.0,JIANYING  GAN
18843,-75.0,MARINUS L OTTE
18844,-75.0,SERGEY  KRUPENKO
18845,-78.75,LAILIANG  CHENG
18846,-75.0,KIMBERLY  DODGE-KATKA
18847,-75.0,RONALD S SLETTEN
18848,-75.0,BRUNO  CALABRETTA
18849,-75.0,KENTON H WHITMORE
18850,-75.0,WONWHA  CHO
18851,-87.44342186310288,NICOLO  OMENETTO
18852,-75.0,NICOLO  OMENTTO
18853,-87.44342186310288,ROBERT F SPEYER
18854,-75.0,GARY  SOLBREKKEN
18855,-75.0,RICHARD E ZEEBE
18856,-75.0,POLINA V SHCHERBAKOVA
18857,-75.0,KAMAL  JONNALAGADDA
18858,-75.0,ZIHUAN  LIU
18859,-78.75,JASON  BRINER
18860,-75.0,MITCHELL J POWER
18861,-86.18669809859479,PIETRO R GALASSETTI
18862,-75.0,TERRY  LEE
18863,-75.0,NEIL C STURCHIO
18864,-86.18669809859479,BAN A KHAW
18865,-87.44342186310288,ANDREW  SCHARENBERG
18866,-75.0,RODNEY A CHIMNER
18867,-75.0,HEN-MING  WU
18868,-75.75489870696359,BRUCE N RUNNEGAR
18869,-75.0,TOM  VICKROY
18870,-80.00000000000001,PETER  NKEDI-KIZZA
18871,-78.75,HUGO  NEELS
18872,-75.0,MICHEL  SADELCUH
18873,-87.44342186310288,LUCY  LIAW
18874,-75.0,WAITER  WHITFORD
18875,-87.44342186310288,JONATHAN P MATHEWS
18876,-75.0,SUSAN S SMYTH
18877,-75.0,MIRKO  HENNIG
18878,-75.0,A B  BROWN
18879,-75.0,NILAY  HIZARI
18880,-75.0,MACJOHN  AKPAFFIONG
18881,-87.44342186310288,DENEYS V DER WESTHUYZEN
18882,-75.0,JAMES F HARBERTSON
18883,-75.0,VITALY  CITOVSKY
18884,-80.00000000000001,FRANK J PAZZAGLIA
18885,-75.0,BRIAN  HINDERLITER
18886,-75.0,PHANG-LANG  CHEN
18887,-75.0,PAMELA  DENBESTEN
18888,-75.0,ROSS B MIKKELSEN
18889,-80.00000000000001,JULIET A FUHRMAN
18890,-75.0,WILLIAM T GERTHOFFER
18891,-75.0,CELINE  PALLUD
18892,-75.0,ELENA N PUGACHEVA
18893,-87.44342186310288,THOMAS S RISCH
18894,-87.47910611330902,MICHAEL  HAVEY
18895,-75.0,MEREDITH A KELLY
18896,-81.0,ETHAN  DMITROVSKY
18897,-78.75,CHARLES K SHEARER
18898,-86.18669809859479,FRACKSON  MUMBA
18899,-75.0,JOSE A HERNANDEZ CORTES
18900,-75.0,CAROL  DE LA MOTTE
18901,-75.0,TERESA  FAN
18902,-75.0,SUCHETA  TELANG
18903,-75.0,AURELIO B PORTER
