,average tilted,name
3518,-88.47835357203498,DENIS J SULLIVAN
3519,-78.75,EDWARD J CLYNCH
3520,-78.75,CHARLES D KENNEY
3521,-80.00000000000001,JULIET  KAARBO
3522,-75.0,JOYCE  GELB
3523,-86.75099594734378,FRED  PEARSON
3524,-85.43926806768745,ROBERT L CLINTON
3525,-84.1228234667171,JAMES  LEBOVIC
3526,-75.0,STEVEN P ERIE
3527,-88.91617273945633,LISA J DISCH
3528,-87.44342186310288,SHELDON  GOLDMAN
3529,-84.49899499522249,NICHOLAS  XENOS
3530,-78.75,JENNIFER  WOLAK
3531,-78.75,SCOTT  ADLER
3532,-75.0,THOMAS J VOLGY
3533,-75.0,KEITH  SNAVELY
3534,-88.10530187599741,SCOTT  MCCLURG
3535,-75.0,MATTHEW J HOFFMANN
3536,-87.47910611330902,JOHN  BRIGHAM
3537,-85.43926806768745,BRUCE  BIMBER
3538,-85.43926806768745,MICHAEL  MACKUEN
3539,-88.131423106398,TRACY B STRONG
3540,-75.0,HARVEY S GOLDMAN
3541,-86.18669809859479,HENDRIK  SPRUYT
3542,-87.46911743363202,CHRISTOPHER  BOSSO
3543,-86.18669809859479,DANIEL J TICHENOR
3544,-78.75,SUSAN  LAWRENCE
3545,-87.44342186310288,JONATHAN S KRASNO
3546,-80.625,JOHN R HIBBING
3547,-78.75,LEAH  WILDS
3548,-75.0,JOHN E BARNES
3549,-80.625,SUSAN K SELL
3550,-85.43926806768745,RICHARD  DEEG
3551,-87.44342186310288,TIMOTHY  BLEDSOE
3552,-78.75,ROBERTO  ALEJANDRO
3553,-88.91617273945633,LORENZO  MORRIS
3554,-80.625,SARAH  BINDER
3555,-80.625,EMERSON  NIOU
3556,-85.43926806768745,HERBERT  KITSCHELT
3557,-85.43926806768745,GEORGE  RABINOWITZ
3558,-75.0,TOM  CARSEY
3559,-86.18669809859479,SVEN  STEINMO
3560,-75.0,DOUGLAS K MADSEN
3561,-81.0,GARY D GLENN
3562,-75.0,DANIEL  UNGER
3563,-87.44342186310288,PHILIP R ABBOTT
3564,-78.75,PATRICK M REGAN
3565,-87.46911743363202,MARTHA  FINNEMORE
3566,-75.0,JAMES F SPRIGGS
3567,-86.18669809859479,DONALD L HOROWITZ
3568,-85.43926806768745,VINCENT A MAHLER
3569,-87.46911743363202,J PETER EUBEN
3570,-78.75,DAVID  REDLAWSK
3571,-85.43926806768745,RICHARD  DEKMEJIAN
3572,-81.31310132193593,RUTH B COLLIER
3573,-82.47792473651216,LAWRENCE  BROZ
3574,-79.95359812158202,MILES  KAHLER
3575,-86.18669809859479,GERALD  GABRIS
3576,-85.43926806768745,MARK A POLLACK
3577,-87.46911743363202,R WILLIAM LIDDLE
3578,-81.0,ERIC  REINHARDT
3579,-80.00000000000001,SUZETTE  GRILLOT
3580,-75.0,PETER  LIBERMAN
3581,-85.43926806768745,ETEL  SOLINGEN
3582,-80.625,WAYNE  SANDHOLTZ
3583,-86.75099594734378,RUSSELL J DALTON
3584,-78.75,JOHN G GUNNELL
3585,-75.0,KENNETH N BICKERS
3586,-81.0,RICHARD  BAUM
3587,-75.0,MARTIN J MEDHURST
3588,-75.0,APICHAI W SHIPPER
3589,-75.0,H W  PERRY
3590,-86.75099594734378,MARJORIE R HERSHEY
3591,-75.0,TIM  BUTHE
3592,-80.625,DINSHAW  MISTRY
3593,-75.0,PETER  EUBEN
3594,-80.38920119110782,PATRICE C MCMAHON
3595,-88.47835357203498,GERALD  EMISON
3596,-75.0,BETHANY  STICH
3597,-75.0,PHILIP G ROEDER
3598,-80.00000000000001,PAIGE E DIGESER
3599,-75.0,DAVID  ROUSSEAU
3600,-86.18669809859479,HANK C JENKINS-SMITH
3601,-80.00000000000001,GLEN  KRUTZ
3602,-84.41968153235254,CAROLE  UHLANER
3603,-87.46911743363202,JOHN W DANFORD
3604,-75.0,STEVEN  LOBELL
3605,-84.32746767481349,LARRY  ARNHART
3606,-75.0,ORFEO  FIORETOS
3607,-87.44342186310288,CAROLINE J TOLBERT
3608,-78.75,DEAN E ROBINSON
3609,-75.0,JACOB  BIELASIAK
3610,-80.00000000000001,ANDREW H WEDEMAN
3611,-75.0,DANIEL C MCCOOL
3612,-75.0,MARK  BLASIUS
3613,-89.41807810994112,ROBERT A KAGAN
3614,-85.46471318372528,ERIC  SCHICKLER
3615,-87.06161195405161,PATRICK  JAMES
3616,-75.0,THADDEUS  KOUSSER
3617,-88.47835357203498,BERNARD N GROFMAN
3618,-75.0,BARBARA  BARDES
3619,-87.44342186310288,DOUGLAS  DION
3620,-78.75,FREDERICK J BOEHMKE
3621,-87.44342186310288,RODOLFO D TORRES
3622,-86.75099594734378,JEFFREY A SEGAL
3623,-85.43926806768745,MILTON  LODGE
3624,-80.00000000000001,CHARLES  TABER
3625,-85.43926806768745,CAROL A CASSEL
3626,-87.46911743363202,ROBIN  KOLODNY
3627,-88.47835357203498,HARVEY D PALMER
3628,-75.0,PAUL D SCHUMAKER
3629,-75.0,MINTON F GOLDMAN
3630,-80.00000000000001,DAVID  AUSTEN-SMITH
3631,-87.44342186310288,CHARLES  LIPSON
3632,-80.00000000000001,DEBORAH  BAUMGOLD
3633,-81.0,RICHARD  HARKNETT
3634,-75.0,DANNY  UNGER
3635,-75.0,TED  MILLER
3636,-78.75,COREY  ROBIN
3637,-87.44342186310288,DAVID P RAPKIN
3638,-75.0,DWAYNE  WOODS
3639,-86.56301467056986,MARTHA  COTTAM
3640,-80.625,MICHAEL  COLARESI
3641,-86.18669809859479,THOMAS A SPRAGENS
3642,-89.15823103886713,ANDREW J NATHAN
3643,-87.44342186310288,ROSALEE  CLAWSON
3644,-88.47835357203498,SAUNDRA K SCHNEIDER
3645,-75.0,RONALD K GADDIE
3646,-75.0,JOZEF  RAADSCHELDERS
3647,-75.0,DANNY  HAYES
3648,-79.92890516629531,ALAN  RYAN
3649,-80.625,GEORGE  KATEB
3650,-75.0,CURTIS  WOOD
3651,-86.18669809859479,PAUL J CULHANE
3652,-78.75,EMIZET F KISANGANI
3653,-75.0,J MITCHELL PICKERILL
3654,-75.0,CORNELL W CLAYTON
3655,-75.0,PATRICK R COTTER
3656,-85.79737235282633,GERALD  BERK
3657,-86.18669809859479,PETER  BREINER
3658,-75.0,ROBERT J DUFFY
3659,-75.0,KIRK A RANDAZZO
3660,-87.46911743363202,MARK  BEVIR
3661,-78.33177756799,BONNIE  HONIG
3662,-87.44342186310288,BENJAMIN  FORDHAM
3663,-80.625,HELMUT  NORPOTH
3664,-78.75,ITAI  SENED
3665,-75.0,MARIE  CHEVRIER
3666,-88.47835357203498,IBRAHIM  KARAWAN
3667,-78.75,JOSEPH T GRANT
3668,-75.0,JANE K CRAMER
3669,-75.0,CRAIG  PARSONS
3670,-75.0,RODGER R HUCKFELD
3671,-78.75,WILLIAM  SCHEUERMAN
3672,-78.75,DARA Z STROLOVITCH
3673,-75.0,JOE B SOSS
3674,-78.75,STEVEN  VANDERHEIDEN
3675,-86.18669809859479,ARTHUR  MELZER
3676,-75.0,WENFANG  TANG
3677,-75.0,STEPHEN  SHULMAN
3678,-64.07588299983304,JOHN  ZYSMAN
3679,-75.0,GORDON  SILVERSTEIN
3680,-86.2140177350174,JONAH  LEVY
3681,-86.18669809859479,JEFFERY J MONDAK
3682,-84.96685997632719,PAUL  DIEHL
3683,-85.79737235282633,ROXANNE L DOTY
3684,-87.46911743363202,RICHARD K BETTS
3685,-75.0,JO-MARIE  BURT
3686,-80.625,HAROLD D CLARKE
3687,-88.47835357203498,JOHN F WITTE
3688,-87.46911743363202,BARBARA  FERMAN
3689,-87.46911743363202,MAX J SKIDMORE
3690,-75.0,TIMOTHY J GROSECLOSE
3691,-88.75150053001052,DHAVAN V SHAH
3692,-78.75,ALISA H FRYAR
3693,-75.0,DARYL  HARRIS
3694,-87.47598471828103,JEAN L COHEN
3695,-78.75,JEFFREY  PICKERING
3696,-75.0,OKECHUKWU C IHEDURU
3697,-80.00000000000001,RONALD W COX
3698,-75.0,ERIK  WIBBELS
3699,-78.75,YOSHIKO M HERRERA
3700,-87.44342186310288,RENEE J JOHNSON
3701,-89.15823103886713,DAVID S DOMKE
3702,-78.75,DIMITRIS  STEVIS
3703,-84.32746767481349,DEBORAH  LARSON
3704,-75.0,ARTHUR H MILLER
3705,-87.46911743363202,ANNE  HILDRETH
3706,-75.0,JAE-JAE  SPOON
3707,-88.47835357203498,KELLY M KADERA
3708,-75.0,GABRIEL R SANCHEZ
3709,-75.0,JOHN P MCIVER
3710,-86.18669809859479,BARRY C BURDEN
3711,-78.75,A JAMES MCADAMS
3712,-75.0,MOISES  ARCE
3713,-75.0,RICHARD C FORDING
3714,-84.59115650703554,SCOTT  CRICHLOW
3715,-87.44342186310288,ROBERT  LINEBERRY
3716,-78.75,THOMAS M KECK
3717,-78.75,JOSEPH M SCHWARTZ
3718,-87.44342186310288,E VICTOR WOLFENSTEIN
3719,-86.75099594734378,PHILIP  ETHINGTON
3720,-78.75,BRENDON  SWEDLOW
3721,-78.75,STEPHEN  HALPERN
3722,-86.18669809859479,ASEEM  PRAKASH
3723,-78.75,GEORGE I LOVELL
3724,-73.91992000732884,EDWARD  MANSFIELD
3725,-87.44342186310288,BRENDAN  O'LEARY
3726,-85.43926806768745,AVERY  GOLDSTEIN
3727,-75.0,GLENN R PARKER
3728,-75.0,NAVIN  BAPAT
3729,-80.625,ELLEN  COMISSO
3730,-75.0,NILS  RINGE
3731,-75.0,KIMBERLY J MORGAN
3732,-86.75099594734378,CHARLES  BARRILLEAUX
3733,-75.0,JASON  BARABAS
3734,-87.44342186310288,MARK  SOUVA
3735,-80.00000000000001,DORIS A GRABER
3736,-80.00000000000001,LONNA R ATKESON
3737,-78.75,MELISSA  SCHWARTZBERG
3738,-75.0,TIMOTHY  FRYE
3739,-75.0,LEONARDO  ARRIOLA
3740,-84.68156793405505,ALLAN J CIGLER
3741,-87.44342186310288,PATRICK M MORGAN
3742,-80.00000000000001,ROSS  MILLER
3743,-80.625,JACK S LEVY
3744,-75.0,NORMAN  SCHOFIELD
3745,-87.44342186310288,JOHN T WOOLLEY
3746,-87.44342186310288,CYNTHIA S KAPLAN
3747,-78.75,JACK  JACOBS
3748,-86.18669809859479,STEVEN L SPIEGEL
3749,-75.0,DANIEL S GELLER
3750,-75.0,CLAIRE  SNYDER-HALL
3751,-87.44342186310288,ANTHONY M CHAMPAGNE
3752,-78.75,MICHAEL G HAGEN
3753,-78.75,JENNIFER  JERIT
3754,-80.625,ROBERT  VITALIS
3755,-85.79737235282633,THOMAS M HOLBROOK
3756,-80.625,JOSEPH F ZIMMERMAN
3757,-87.44342186310288,PETER J SCHRAEDER
3758,-75.0,CAMERON G THIES
3759,-75.0,DALE R HERSPRING
3760,-75.0,DAVID  GRAFF
3761,-78.75,ROBERT E DICLERICO
3762,-75.0,RICHARD  CHADWICK
3763,-75.0,NICKOLAS  JORGENSEN
3764,-75.0,ANDREW J ENTERLINE
3765,-78.75,STEPHEN L QUACKENBUSH
3766,-75.0,BUMBA  MUKHERJEE
3767,-75.0,MELISSA J MARSCHALL
3768,-75.0,HANNAH  BRITTON
3769,-75.0,KENNETH  GOLDSTEIN
3770,-75.0,KATHERINE  BARBIERI
3771,-86.56737180096947,CAROLE  PATEMAN
3772,-75.0,CAROLYN  WARNER
3773,-78.75,RONALD  FRANCISCO
3774,-87.44342186310288,RICHARD G AVRAMENKO
3775,-75.0,RICHARD  SELTZER
3776,-78.75,JOHN  COTMAN
3777,-75.0,MACDONALD J BRADLEY
3778,-75.0,RANDOLPH M SIVERSON
3779,-75.0,MARJORIE  SARBAUGH-THOMPSON
3780,-87.44342186310288,ALICE  COOPER
3781,-75.0,RICHARD  FORGETTE
3782,-75.0,CHRISTOPHER  REENOCK
3783,-78.75,RODGER R HUCKFELDT
3784,-88.48578640584341,ARTHUR  STEIN
3785,-78.75,BETH L LEECH
3786,-75.0,PHILIP  ARENA
3787,-75.0,FREDERIC  SCHAFFER
3788,-78.75,MORTON  SCHOOLMAN
3789,-80.625,JAMES  KUKLINSKI
3790,-75.0,ELIZABETH T MORSE
3791,-75.0,REUEL  ROGERS
3792,-75.0,PRISCILLA  SOUTHWELL
3793,-75.0,DAVID  WILSFORD
3794,-87.44342186310288,SUMIT  GANGULY
3795,-75.0,STEPHEN  WEATHERFORD
3796,-86.18669809859479,KENNETH P ERICKSON
3797,-75.0,SEAN D EHRLICH
3798,-75.0,JOHN P TUMAN
3799,-75.0,GUILLERMO  ROSAS
3800,-75.0,JULIE  MAZZEI
3801,-75.0,RYAN  CLAASSEN
3802,-75.0,RUTH  IYOB
3803,-78.75,MICHAEL F THIES
3804,-87.44342186310288,ZOLTAN  HAJNAL
3805,-75.0,HILLEL  SOIFER
3806,-80.625,ERIC B HERZIK
3807,-75.0,NETA  CRAWFORD
3808,-86.18669809859479,MARK  RUPERT
3809,-77.01193012673247,JOHN A VASQUEZ
3810,-78.75,SCOTT L ALTHAUS
3811,-87.44342186310288,JEAN-GERMAIN  GROS
3812,-75.0,MIRIAM  ELMAN
3813,-88.48625377286112,CHARLES H FRANKLIN
3814,-75.0,KEN  MAYER
3815,-75.0,JASON W SEAWRIGHT
3816,-88.47835357203498,JANE  JENSON
3817,-75.0,LAWRENCE A SCAFF
3818,-78.60141512140586,LUIS R FRAGA
3819,-78.75,MICHAEL N NWANZE
3820,-75.0,ROBERT C LIEBERMAN
3821,-75.0,SCOTT A COMPARATO
3822,-75.0,JACK  KNIGHT
3823,-75.0,ALYSON M COLE
3824,-75.0,ALAN C HOUSTON
3825,-87.44342186310288,WALTER D CONNOR
3826,-75.0,WALTER  CLEMENS
3827,-75.0,KEVIN  OLSON
3828,-78.75,BURCU  SAVUN
3829,-75.0,RAINER  KNOPFF
3830,-86.18669809859479,JOSEPH  CARENS
3831,-75.0,STEVEN  BERNSTEIN
3832,-75.0,PAUL M KELLSTEDT
3833,-87.44342186310288,MARILYN  LASHLEY
3834,-75.0,KEITH  TOPPER
3835,-78.75,STUART  THORSON
3836,-78.75,WENDY L MARTINEK
3837,-75.0,JONATHAN R STRAND
3838,-75.0,DENNIS  PIRAGES
3839,-75.0,JAMES A PIAZZA
3840,-80.00000000000001,RICHARD  SANDBROOK
3841,-80.00000000000001,RONALD  BEINER
3842,-75.0,JULIET  JOHNSON
3843,-75.0,REX  BRYNEN
3844,-75.0,KHALID M MEDANI
3845,-75.0,RYOA  CHUNG
3846,-87.44342186310288,CHRISTOPHER P MANFREDI
3847,-78.75,JACQUES  BERTRAND
3848,-75.0,DON  CARMICHAEL
3849,-86.18669809859479,ANDRE  BLAIS
3850,-75.0,DON  FORBES
3851,-75.0,ISABEL  ALTAMIRANO-JIMENEZ
3852,-75.0,BARBARA  DELCOURT
3853,-87.44342186310288,MICHAEL  HOWLETT
3854,-75.0,MOJTABA  MAHDAVI
3855,-75.0,DAVE  WHITSON
3856,-85.20315458287426,ADAM  PRZEWORSKI
3857,-75.0,ERNEST J WILSON
3858,-75.0,CHARLES F ALFORD
3859,-89.49587640957277,RICHARD H SHULTZ
3860,-88.91617273945633,ANDREW  HESS
3861,-88.10530187599741,BRUCE B DE MESQUITA
3862,-87.44342186310288,JOE  OPPENHEIMER
3863,-75.0,SOARI N KATADA
3864,-84.17612942423484,GEORGE  QUESTER
3865,-85.43926806768745,ROBERT L PFALTZGRAFF
3866,-80.00000000000001,ALAN K HENRIKSON
3867,-87.44342186310288,ALASTAIR  SMITH
3868,-78.75,KATRINA  BURGESS
3869,-78.75,DAVID  STASAVAGE
3870,-75.0,SHANKER  SATYANATH
3871,-88.60152510868676,ARTHUR  DENZAU
3872,-80.625,MARK A ABDOLLAHIAN
3873,-88.10530187599741,DARREN  FILSON
3874,-87.44342186310288,THOMAS E BORCHERDING
3875,-78.75,DANIEL W DREZNER
3876,-88.0118852780634,JACEK  KUGLER
3877,-75.0,HOWARD  ROSENTHAL
3878,-87.44342186310288,ANNA L HARVEY
3879,-80.00000000000001,ALFRED  BALITZER
3880,-75.0,MARY A E STEGER
3881,-75.0,BRIAN J BERRY
3882,-88.47835357203498,MICHAEL M UHLMANN
3883,-80.00000000000001,WILLIAM C MARTEL
3884,-75.0,SVEN W ARNDT
3885,-86.18669809859479,HERMAN  SCHWARTZ
3886,-78.75,G JOHN IKENBERRY
3887,-87.46911743363202,LLOYD J DUMAS
3888,-86.18669809859479,JEFFREY W LEGRO
3889,-78.75,JOANNE  GOWA
3890,-87.44342186310288,STEPHEN  ELKIN
3891,-88.47835357203498,PAUL S HERRNSON
3892,-87.44342186310288,GEORGE  DOWNS
3893,-75.0,NOLAN  MCCARTY
3894,-75.0,MARK  ABDOLAHIAN
3895,-80.00000000000001,DIMITRI  LANDA
3896,-87.44342186310288,JOSEPH M BESSETTE
3897,-75.0,NATHANIEL  BECK
3898,-86.75099594734378,EUEL  ELLIOTT
3899,-75.0,BRUCE  GILLEY
3900,-78.75,DAVID  GRONDIN
3901,-75.0,CEDRIC  JOURDE
3902,-78.75,CAROLINE  ANDREW
3903,-75.0,MATTHEW  PATERSON
3904,-75.0,MARK B SALTER
3905,-75.0,ALAIN-G  GAGNON
3906,-79.40669606248743,MICHAEL W KIRST
3907,-86.18669809859479,LARRY  BREWSTER
3908,-80.00000000000001,HANK  SAVITCH
3909,-75.0,MICHAEL A KAMRIN
3910,-75.0,THOMAS P SLAUGHTER
3911,-85.00095680426395,HAROLD  JACOBSON
3912,-87.44342186310288,RONALD  FRY
3913,-75.0,DONALD  CLARE
3914,-75.0,JOHN  FRENDREIS
3915,-80.00000000000001,PABLO T SPILLER
3916,-85.43926806768745,GUILLERMO  O'DONNELL
3917,-78.75,HADI  DOWLATABADI
3918,-82.42180423993754,DAVID  HOUNSHELL
3919,-75.0,WENDY M RAHN
3920,-75.0,STEVEN  FINKLER
3921,-75.0,GERALD  KARASKA
3922,-88.10530187599741,JODY  EMEL
3923,-88.10530187599741,SHARON M DEMONSABERT
3924,-75.0,WILLIAM M LEOGRANDE
3925,-87.44342186310288,RANDOLPH E BERGSTROM
3926,-80.625,JOSEPH  KETT
3927,-78.75,ANTHONY J COLLELA
3928,-86.75099594734378,SHARON  STROVER
3929,-88.47835357203498,JOSEPH  STRAUBHAAR
3930,-87.46911743363202,JAMES K GALBRAITH
3931,-87.44342186310288,ZOLTAN  BARANY
3932,-78.75,LAWRENCE S GRAHAM
3933,-86.18669809859479,RALPH  MANN
3934,-87.44342186310288,CHARLES R WISE
3935,-87.44342186310288,JOHN C BLISS
3936,-87.44342186310288,WILLIAM M WISEMAN
3937,-85.68567524491094,VOLKER R BERGHAHN
3938,-86.47530025351037,ALAN  BRINKLEY
3939,-86.47530025351037,STEVEN C TIPPINS
3940,-84.59115650703554,PHILIP S KRONENBERG
3941,-87.44342186310288,MATTHEW  CRENSON
3942,-75.0,BENJAMIN  GINSBERG
3943,-84.96685997632719,DAVID P CALLEO
3944,-75.0,ERIK  JONES
3945,-88.25469054401397,I WILLIAM ZARTMAN
3946,-75.0,JOHN H COATSWORTH
3947,-87.60400722714041,RONALD  FETZER
3948,-84.94374174950634,THOMAS J BIERSTEKER
3949,-80.00000000000001,HERSCHEL I GROSSMAN
3950,-89.15823103886713,NANCY  BERMEO
3951,-86.18669809859479,DON  FLOURNOY
3952,-75.0,STEVE  KALE
3953,-78.75,BRUCE  ROGERS
3954,-75.0,JAMES E PRIEGER
3955,-87.44342186310288,DAVID R GODSCHALK
3956,-80.00000000000001,VAUGHN  BLANKENSHIP
3957,-75.0,AMBLER  MOSS
3958,-80.58895211163208,ROBERT C LUSKIN
3959,-87.44342186310288,JOHN  HIGLEY
3960,-80.00000000000001,MAJEED H ALSIKAFI
3961,-75.0,KENT D OLSON
3962,-88.10530187599741,MAUREEN A FLANAGAN
3963,-75.0,STEVEN J BRAMS
3964,-88.11047089927173,MARC  HOLZER
3965,-78.75,DAVID  FARBER
3966,-81.0,RYAN J BARILLEAUX
3967,-85.43926806768745,DAVID  MAYERS
3968,-86.75099594734378,WARREN  VAN TINE
3969,-86.2140177350174,DAVID S PAINTER
3970,-86.18669809859479,CHARLES A KUPCHAN
3971,-75.0,FREDERICK M SCHERER
3972,-75.0,MORGAN O REYNOLDS
3973,-75.0,JAMES  OAKES
3974,-88.47835357203498,JEROME  MILEUR
3975,-84.59115650703554,DAVID  GOLDFISCHER
3976,-81.25000000000001,RALPH A ROSSUM
3977,-75.0,LEON  LINDBERG
3978,-85.43926806768745,ALTON L TAYLOR
3979,-80.00000000000001,JOE  HAGAN
3980,-81.25000000000001,KEVIN M LEYDEN
3981,-87.44342186310288,JAMES W ENDERSBY
3982,-75.0,DEAN  YARWOOD
3983,-75.0,DONALD J MALETZ
3984,-78.75,PETER  KARSTEN
3985,-75.0,LEONARDO  VILLALON
3986,-75.0,WAYNE  PECK
3987,-75.0,JAMIE  MAYERFELD
3988,-75.0,JOHN J STRETCH
3989,-86.18669809859479,KYLE  LONGLEY
3990,-78.75,RUPERT F CHISHOLM
3991,-81.5625,JEREMY F PLANT
3992,-75.0,JOHN J HINDERA
3993,-75.0,STEVEN  SHAPIN
3994,-80.625,PAT  LAUDERDALE
3995,-75.0,EVAN  RINGQUIST
3996,-87.46911743363202,GARY R HESS
3997,-80.00000000000001,LAWRENCE  BADASH
3998,-88.47835357203498,ORION  WHITE
3999,-88.47835357203498,JOHN D NYSTUEN
4000,-75.0,JOHN V A FINE
4001,-75.0,MOBIN  SHORISH
4002,-78.75,RICHARD  ULLMAN
4003,-84.6121133511939,PETER  ROBERTSON
4004,-88.4879298909203,ROSS  CLAYTON
4005,-75.0,WILLIAM  BAER
4006,-75.0,ALAN I ABRAMOWITZ
4007,-75.0,ELLEN D B RIGGLE
4008,-75.0,ROBERT H MICHAELSEN
4009,-87.44342186310288,WILLIAM S TURLEY
4010,-85.43926806768745,DICK  SIMPSON
4011,-75.0,PIERRE  CLAVEL
4012,-87.44342186310288,BENJAMIN  MARQUEZ
4013,-78.75,HARRY V JAFFA
4014,-86.2140177350174,KAREN A FESTE
4015,-87.44342186310288,DONALD  TETREAULT
4016,-75.0,LOURDES  BENGRIA
4017,-75.0,JONAS  PONTUSSON
4018,-75.0,MATTHEW P DRENNAN
4019,-75.0,JOHN E PAYNTER
4020,-75.0,DAVID A DEESE
4021,-80.00000000000001,MARK  GOTTDIENER
4022,-78.75,EDWARD  PYTLIK
4023,-75.0,CLAUDIO  CIOFFI-REVILLA
4024,-75.0,KEVIN R COX
4025,-78.75,HERBERT H HOWARD
4026,-75.0,J ALAN WAGAR
4027,-86.18669809859479,THOMAS R ROCHON
4028,-86.18669809859479,DONALD  CRUMMEY
4029,-86.18669809859479,BARBARA  SINCLAIR
4030,-86.75099594734378,JAMES M DIEHL
4031,-75.0,BURTON  ZWEIBACH
4032,-87.46911743363202,HOWARD H LENTNER
4033,-84.94374174950634,BROOKE  LARSON
4034,-75.0,DAVID  REPASS
4035,-75.0,JAY M SHAFRITZ
4036,-80.00000000000001,CHARLES S GOCHMAN
4037,-75.0,CARMELO  MESA-LAGO
4038,-80.00000000000001,SABINA E DEITRICK
4039,-85.43926806768745,SANDRA  WEXLER
4040,-75.0,PHILIP J FUNIGIELLO
4041,-76.83229880198367,AREND  LIJPHART
4042,-75.0,WILLIAM J GONZENBACH
4043,-78.75,FORREST  MCDONALD
4044,-75.0,FRED  MAIDMENT
4045,-87.44342186310288,T MICHAEL RUDDY
4046,-80.00000000000001,JONATHAN D ARONSON
4047,-75.0,HARLAN  HAHN
4048,-75.0,MARTIN  GERSTIEN
4049,-75.0,BRAD  CANON
4050,-90.0,RIORDAN  ROETT
4051,-75.0,PETER J MCDONOUGH
4052,-85.43926806768745,LEVERNE A BARRETT
4053,-78.75,PETER  YUEN
4054,-75.0,MICHAEL L CONNIFF
4055,-78.75,ROBERT  BERNSTEIN
4056,-86.18669809859479,GARY  HERRIGEL
4057,-75.0,WILLIAM C KRUEGER
4058,-75.0,RICHARD P GALE
4059,-87.47910611330902,REYNOLDS  FERRANTE
4060,-87.47598471828103,JAY  KLAGGE
4061,-86.18669809859479,JAMES E SWISS
4062,-78.75,JAGDISH P SHARMA
4063,-87.44342186310288,NIKOLAOS  STAVROU
4064,-75.0,DONALD E KLINGNER
4065,-87.47910611330902,HOWARD  FRANK
4066,-88.47835357203498,PATRICK  GALVIN
4067,-75.0,DONALD  WEATHERBEE
4068,-80.625,BYRON D CANNON
4069,-78.75,ROBERT W THURSTON
4070,-75.0,GREG  WEIHEN
4071,-87.46911743363202,MARK  STARIK
4072,-75.0,JAMES N ROSENAU
4073,-75.0,ADELE L ALEXANDER
4074,-75.0,BARRY  RANDQUEST
4075,-80.625,DANIEL M KAMMEN
4076,-75.0,RICHARD M MERELMAN
4077,-86.18669809859479,BRIAN  UZZI
4078,-75.0,HERMAN V PELT
4079,-75.0,RODNEY E HERO
4080,-75.0,BENJAMIN  RADCLIFF
4081,-87.44342186310288,LEANNA  STIEFEL
4082,-75.0,DONALD L HAFNER
4083,-80.625,JAMES  KASTELY
4084,-87.44342186310288,RICHARD  HOEFER
4085,-75.0,MARTIN O HEISLER
4086,-75.0,JEFFRY  WALKER
4087,-75.0,ROBERT M FRIEDEN
4088,-75.0,ROBERT  HARKAVY
4089,-87.44342186310288,SIDNEY M MILKIS
4090,-75.0,DONALD C HELLMANN
4091,-75.0,ROBERT C ABT
4092,-75.0,TOM  PALFREY
4093,-88.25469054401397,NORMAN  PEARSON
4094,-80.625,PETER  EISINGER
4095,-75.0,HECTOR  CORREA
4096,-87.44342186310288,WILLIAM  FIERMAN
4097,-89.15823103886713,DONALD M SNOW
4098,-80.58895211163208,JOHN H BRACEY
4099,-86.18669809859479,GEORGE S HERRING
4100,-78.75,MUNROE  EAGLES
4101,-86.18669809859479,SUSAN M TREGGIARI
4102,-86.18669809859479,DANIEL  OKIMOTO
4103,-86.00407522909104,RICHARD H IMMERMAN
4104,-75.0,BENEDICT  STAVIS
4105,-84.94374174950634,JOHN  RANDOLPH
4106,-75.0,VICTOR L KANE
4107,-89.85010162124271,CHESTER A NEWLAND
4108,-75.0,LARRY D TERRY
4109,-86.18669809859479,GEORGE P RICHARDSON
4110,-78.75,DAVID  ADLER
4111,-88.91617273945633,EUGENIA F TOMA
4112,-78.75,LEONARD  RUCHELMAN
4113,-87.44342186310288,WARREN  MASON
4114,-75.0,HENRY  KASS
4115,-81.0,KHI V THAI
4116,-88.489525636518,MARVIN  LAZERSON
4117,-80.625,PAUL J QUIRK
4118,-78.75,HAROLD F GORTNER
4119,-75.0,JYOTIRINDRA  DASGUPTA
4120,-86.18669809859479,WILLIAM  QUANDT
4121,-75.0,MELVIN P LEFFLER
4122,-75.0,BERNARD  REICH
4123,-78.75,LAWRENCE  ALLEN
4124,-75.0,JANET  YOUSOF
4125,-75.0,AUDREY  BURNAM
4126,-80.625,RICHARD  DOUGHERTY
4127,-85.43926806768745,CURTIS  AMES
4128,-87.44342186310288,STEPHEN  SKOWRONEK
4129,-84.35680496149675,JEFFERY  PROTTAS
4130,-75.0,JAMES E KEE
4131,-75.0,MARK  BLYTH
4132,-85.43926806768745,ALFRED  STEPAN
4133,-75.0,ROBERT O PAXTON
4134,-75.0,ANTHONY  BRANCH
4135,-75.0,LUCIUS  BARKER
4136,-87.44342186310288,ELISABETH J WOOD
4137,-81.0,DONALD A SYLVAN
4138,-82.42180423993754,JANET M BOX-STEFFENSMEIER
4139,-84.25614180326443,SCOTT  MAINWARING
4140,-87.44342186310288,STEVEN M AVELLA
4141,-89.15823103886713,JOHN  MCCAMANT
4142,-88.47835357203498,BRUCE  LEWENSTEIN
4143,-76.88104767405518,SHEILA  JASANOFF
4144,-75.0,MICHAEL Y M KAU
4145,-78.75,BURDETT A LOOMIS
4146,-75.0,JANE E FOUNTAIN
