y,comp-1,comp-2,label
0,13.487712,25.510366,ICASSP(Signal Processing)
0,22.345333,30.20448,ICASSP(Signal Processing)
0,14.583595,19.738842,ICASSP(Signal Processing)
0,2.5251486,26.939514,ICASSP(Signal Processing)
0,7.2566433,27.221266,ICASSP(Signal Processing)
0,-11.849964,-36.79417,ICASSP(Signal Processing)
0,37.21346,2.6048317,ICASSP(Signal Processing)
0,13.86319,27.112268,ICASSP(Signal Processing)
0,-1.5292368,28.956284,ICASSP(Signal Processing)
0,-1.9094069,27.809767,ICASSP(Signal Processing)
0,-32.72886,13.300748,ICASSP(Signal Processing)
0,20.27096,28.689135,ICASSP(Signal Processing)
0,-1.7039007,26.837528,ICASSP(Signal Processing)
0,1.8703482,29.076292,ICASSP(Signal Processing)
0,5.457523,28.370455,ICASSP(Signal Processing)
0,12.763274,19.668798,ICASSP(Signal Processing)
0,-0.8004654,24.221743,ICASSP(Signal Processing)
0,2.3719258,9.40612,ICASSP(Signal Processing)
0,11.1052475,22.417868,ICASSP(Signal Processing)
0,-32.807472,-9.471794,ICASSP(Signal Processing)
0,1.7025586,27.043129,ICASSP(Signal Processing)
0,11.84014,25.914434,ICASSP(Signal Processing)
0,11.096713,21.23986,ICASSP(Signal Processing)
0,10.516631,21.449715,ICASSP(Signal Processing)
0,9.218195,23.56496,ICASSP(Signal Processing)
0,-38.42271,-11.173919,ICASSP(Signal Processing)
0,-5.200545,26.297462,ICASSP(Signal Processing)
0,7.676973,31.083044,ICASSP(Signal Processing)
0,-24.159193,23.878174,ICASSP(Signal Processing)
0,14.585635,22.063683,ICASSP(Signal Processing)
0,-6.779339,21.59423,ICASSP(Signal Processing)
0,-5.2144513,16.571047,ICASSP(Signal Processing)
0,13.569487,25.848402,ICASSP(Signal Processing)
0,-28.559898,18.175571,ICASSP(Signal Processing)
0,10.55833,26.58835,ICASSP(Signal Processing)
0,-3.590346,26.932968,ICASSP(Signal Processing)
0,10.703414,31.949411,ICASSP(Signal Processing)
0,-1.2291627,28.28083,ICASSP(Signal Processing)
0,15.967014,20.573874,ICASSP(Signal Processing)
0,-6.7142177,21.819004,ICASSP(Signal Processing)
0,11.490048,21.040274,ICASSP(Signal Processing)
0,22.002499,30.300224,ICASSP(Signal Processing)
